tramo,id_monumento,clave_de_excavacion,num_bolsa,codigo_exc,correccion_cod,ubicacion,intervencion,materia_prima,color_fuente,tecnologia,industria,tipo_tecnologico,atributo_1,atributo_2,atributo_3,porcentaje_corteza,seccion_pieza,dimension_rango,cantidad,porcentaje_pieza,largo,ancho,grosor,observaciones_adicionales,dibujo,foto_1,foto_2,analizador,fecha_analisis,registro_surp
"2",T2_07033,T2_07033_204_0002220,"386",LITI,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,Light Brown,Tallada,Percusión casual,Perforador sobre lasca,"-","-","-","-","-","-","1",> 70%,3.58,1.15,3.23,"Perforador sobre lasca de sílex. Cuenta con un talón liso de morfología triangular. La cara dorsal cuenta con un solo negativo de dirección transversal al artefacto que se analiza. En planta, del lado derecho se observan los retoques cortos y semicirculares que se obtuvieron ejerciendo presion desde la cara ventral; a excepción de la parte más aguzada de este lado, que tiene retoques que parten de la cara dorsal hacia la ventral (aprox. 1 cm de filo); por otro lado, en el filo izquierdo, todos los retoques van de la cara dorsal a la ventral. Toda esta serie re retoques forman una sección más o menos romboidal  del área útil del artefacto que aquí se analiza.",No ,T2_07033_204_0002220_F1,T2_07033_204_0002220_F2,Victor Oseguera,2022/07/06,No
"2",T2_07033,T2_07033_204_0002418_LL1,475_1,OLIT,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Caliza,Grayish Brown,Herramientas,Percutor ,Percutor modificado,Huellas de percusión,Pulimentos,"-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,9.5,8.3,9.95,"Percutor mineral modificado de caliza. Manufacturado con base en un volúmen ojival de punta redondeada, la zona plana contiene el área activa que se identifica por los desprendimientos grandes (producto de la percusión sobre otras rocas). Presenta zonas de ligerísimos pulimentos que se sienten al tacto sobre la roca, mismos que fueron producidos por el agarre manual; quedan justo en los dedos.",Pendiente,T2_07033_204_0002418_LL1_F1,T2_07033_204_0002418_LL1_F2,Victor Oseguera,2023/03/10,Pendiente
"2",T2_07033,T2_07033_204_0002471,"528",LITI,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,White,Tallada,Descortezamiento Desecho,Desprendimiento térmico,"-","-","-","-","-","-","1",> 70%,5.16,0.83,3.96,Desprendimiento térmico. Lasca obtenida por shock térmico. Presneta un bulbo circular en la cara dorsal en la zona central. La cara dorsal presenta otros desprendimientos con el mismo método.,No,No Aplica,No Aplica,Victor Oseguera,2022/07/06,No
"2",T2_07033,T2_07033_204_0002596,"606",LITI,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,Brown,Tallada,Percusión casual,Núcleo lascas multidireccional,"-","-","-","-","-","-","1",> 70%,5.4,4.2,4.1,"Núcleo de lascas, freagmento en sílex. Cuuenta con distintas direcciones de extracción de lascas, pero ha una plataforma que es muy clara y plana para dicha acción. Tiene una ofrma más o menos cónica.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/06,No
"2",T2_07033,T2_07033_204_0001819,"262",LITI,OLIT,Segmento,IA 51 (La Pobreza),Piedras verdes,Pale Green,Pulida,Ornamentos,Cuenta,Perforación cilídrica,Geométrico,Pulimentos,Sin_corteza,Completa,2 cm,"1",> 70%,1.55,0.56,1.05,"Cuenta plana de piedra verde. Tiene una perforación que va paralela al volúmen plano de la pieza, en planta presenta una forma de 5 lados (uno de ellos con un pequeño corte). La materia prima es de un verde pálido con cristales foliados que reflejan un brillo plateado y que parecen tener un sentido o acomodo en diagonal a la pieza.",No,T2_07033_204_0001819_F1,T2_07033_204_0001819_F2,Victor Oseguera,2022/07/07,No
"2",T2_07033,T2_07033_204_0001823,"266",LITI,OLIT,Segmento,IA 51 (La Pobreza),Piedras verdes,Grayish Green,Pulida,Ornamentos,Cuenta,Perforación bicónica,Fitomorfo,Pulimentos,Sin_corteza,Completa,2 cm,"1",> 70%,1.83,1.37,1.8,"Cuenta fitomorfa, con forma de flor de cuatro pétalos. Tiene una forma tetralobular que asemeja a una flor de cuatro pétalos, separados por pequeños canales bien atenuados; la perforación central es bicónica.",No,T2_07033_204_0001823_F1,T2_07033_204_0001823_F2,Victor Oseguera,2022/07/07,No
"2",T2_07033,T2_07033_204_0002020_LL1,346_1,OLIT,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,White,Herramientas,Percutor ,Percutor natural,Huellas de percusión,Negativos dorsales de sentido opuesto,"-",30 a 40%,Completa,> 5.5 cm,"1",> 70%,7.7,4.8,7.2,"Percutor natural mineral sobre sílex. Presenta corteza en la mayor parte de su superficie. Tiene un lado plano y uno de 6 lados irregulares  conformados por planos que se unen en otra zona plana en la parte alta. Las áreas activas se ubican en la unión de los lados con las caras planas, es decir las áreas activas conforman líneas. ",Pendiente,T2_07033_204_0002020_LL1_F1,T2_07033_204_0002020_LL1_F2,Victor Oseguera,2023/03/06,Pendiente
"2",T2_07033,T2_07033_204_0002020_LL2,346_2,OLIT,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Arenisca,Grayish Brown,Herramientas,Percutor ,Percutor natural,Huellas de percusión,"-","-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,9.6,8.9,7.8,Percutor natural mineral sobre roca no indentificada. La materia prima presenta microcristales y una morfología subredondeada. Tiene un área activa que se identifica por una línea marcada por golpeteos producto de la percusión sobre otros materiales.,Pendiente,T2_07033_204_0002020_LL2_F1,T2_07033_204_0002020_LL2_F2,Victor Oseguera,2023/03/06,Pendiente
"2",T2_07033,T2_07033_204_0002020,"346",LITI,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,Strong Brown,Tallada,Percusión casual,Lasca de descortezamiento parcial,Talón liso,Negativos dorsales correspondientes,Desgaste,30 a 40%,Completa,5 cm,"1",> 70%,3.4,1.6,4.95,"Lasca chica de descortezamiento parcial sobre sílex. Presenta un talón de una faceta con algo de corteza y morfología romboidal alargada. La cara dorsal cuenta con varios negativos en la zona proximal que son de dirección correspondiente a la de la lasca que se analiza; en la zona distal presenta corteza.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/07,No
"2",T2_07033,T2_07033_204_0002239,"405",LITI,OLIT,Segmento,IA 51 (La Pobreza),Caliza,Pale Yellow,Pulida,Utilitaria,Esfera (posible proyectil),Volumen esférico,Completo,"-",40 a 50%,Completa,5.5 cm,"1",> 70%,5.35,4.84,5.42,"Esfera de caliza, posible proyectil. Volumen esférico irregular, no muestra huellas claras de haber sido utilizado como percutor. Las zonas de corteza se observan más rugosas que el resto de la pieza. Diámetro de 5.5 cm.",Pendiente,T2_07033_204_0002239_F1,T2_07033_204_0002239_F2,Victor Oseguera,2023/03/10,Pendiente
"2",T2_07033,T2_07033_204_0002264,"430",LITI,OLIT,Segmento,IA 51 (La Pobreza),Caliza,Pale Yellow,Pulida,Utilitaria,Esfera (posible proyectil),Huellas de desbaste,Volumen esférico,Completo,Sin_corteza,Completa,5 cm,"1",> 70%,4.95,4.69,4.78,"Esféra de caliza, posible proyectil. Presenta huellas de desbaste para conformar el volumen; no se observa hulleas de percusión claras. ",Pendiente,T2_07033_204_0002264_F1,T2_07033_204_0002264_F2,Victor Oseguera,2023/03/10,Pendiente
"2",T2_07033,T2_07033_204_0002469,"526",LITI,OLIT,Segmento,IA 51 (La Pobreza),Sílex,Pale Yellow,Herramientas,Percutor,Percutor reutilizado,Huellas de percusión,Pulimentos,A partir de mano de metate,Sin_corteza,Completa,> 5.5 cm,"1",> 70%,9.97,7.13,5.64,"Percutor reutilizado de sílex. Manufacurado a partir de mano de molienda. La fractura de la mano fue aprovechada como zona de percusion (área activa del percutor). Sección transversal de forma  ovoidal, presenta pulimentos en solo uno de los lados más planos del ovoide.",Pendiente,T2_07033_204_0002469_F1,T2_07033_204_0002469_F2,Victor Oseguera,2023/03/07,Pendiente
"2",T2_07033,T2_07033_204_0002472,"529",LITI,OLIT,Segmento,IA 51 (La Pobreza),Obsidiana,Very Dark Gray,Tallada,Navajas prismáticas,Núcleo poliédrico,"-","-","-","-","-","-","1",> 70%,2.25,7.67,1.49,"Núcleo de navajillas prismáticas agotado. Completo, de obsidiana gris traslúcida y con vetas más oscuras. Cuenta con una muy pequeña plataforma lisa que quesó como resíduo de los lasqueos ejecutados en esta zona con la intención de nivelarla. El núcleo muestra una zona de extracción de navajillas prismáticas (cara de extracción principal) y otra zona de extracción de lascas de dirección opuesta a la de las navajillas (cara de extracción secundaria) que sirvió para regularizar el núcleo y hacer posible la extracción de más navajillas en esa zona. Cuenta con 10 negativos de navajilllas prismáticas, 2 negativos de extracciones fallidas (identificados  por una charnela) de navajillas, 1 lasqueo de la misma dirección de las navajillas (que irregularizó la cara secundaria), 11 lasqueos de dirección opuesta a la de extracción de navajillas (de regularización de la zona distal del núcleo en diferentes momentos), aproximadamente 6 lasqueos laterales pequeños de regularización última y al menos 9 lasqueos de intento de renovación de la plataforma de extracción principal. ",No,T2_07033_204_0002472_F1,T2_07033_204_0002472_F2,Victor Oseguera,2022/07/07,No
"2",T2_07033,T2_07033_204_0002477,"534",LITI,OLIT,Segmento,IA 51 (La Pobreza),Piedra verde,Very Dark Grayish Green,Pulida,Ornamentos,Cuenta,Perforación bicónica,Pulimentos,"-",Sin_corteza,Completa,2 cm,"1",> 70%,1.74,1.19,1.73,Cuenta esférica de piedra verde. Tiene los lados de las perforaciones aplanados. Cuenta con ligeros pulimentos en una de las zonas ecuatoriales de la esféra. Tiene perforación bicónica.,T2_07033_204_0002477_0,T2_07033_204_0002477_F1,T2_07033_204_0002477_F1,Victor Oseguera,2023/03/07,Pendiente
"2",T2_07033,T2_07033_204_0002521,"567",LITI,OLIT,Segmento,IA 51 (La Pobreza),Sílex,Pale Yellow,Herramientas,Percutor,Percutor reutilizado,A partir de mano de metate,Huellas de percusión,Negativos dorsales de sentido opuesto,Sin_corteza,Completa,> 5.5 cm,"1",> 70%,10.67,8.12,6.64,"Percutor reutilizado, manufacturado sobre mano de metate de sílex. Se utilizió la zona interna de un fragmento distal de mano de metate. Presenta huellas de percusión en la zona de fractura ubicada en uno de los extremos de la pieza; de ella salen negativos de sentido opuesto, generados por la percusión. Sección transversal ovoidal, presenta áreas de desgaste pertenecientes a la actividad anterior (moler).",Pendiente,T2_07033_204_0002521_F1,T2_07033_204_0002521_F2,Victor Oseguera,2023/03/07,Pendiente
"2",T2_07033,T2_07033_204_0002570,"586",LITI,SIN CAMBIO,Segmento,IA 51 (La Pobreza),Sílex,Brown,Tallada,Percusión casual,Lasca casual sobre bifacial,Negativos dorsales centrípetos,Pulimentos,Desgaste,Sin_corteza,Completa,> 5.5 cm,"1",> 70%,8.43,0.6,1.53,"Lasca casual sobre bifacial. Extraída de bifacial de sílex. Este artefacto es muy particular, debido a que aprovecharon la tecnología bifacial para su producción de manera intencionada. El talón se perdió probablemente durante la percusión, pero quedaron indicios de la preparación del mismo por abrasión hacia el droso. Las ondas y las estrías en la cara ventral son muy notorias e indican la dirección. La cara dorsal está dividida por el antiguo filo del bifacial (que presenta claros pulimentos brillosos) y presenta negativos profundos; de esta forma, el espesor del artefacto será mayor que el ancho (se conforma por una especie de cresta). Los filos formados por la percusion también fueron utilizados, en especial los que están en la zona proximal. La materia prima va del color café claro al oscuro con bandas que los intercalan, también presenta posibles desprendimientos por tratamiento térmico en uno de los extremos.",No,No Aplica,No Aplica,Victor Oseguera,2023/03/08,No
"2",T2_07033,T2_07033_204_0002572,"588",LITI,OLIT,Segmento,IA 51 (La Pobreza),Sílex,Dark Grayish Brown,Tallada,Unifaciales y bifaciales,Punta de proyectil,Pedunculada,Negativos dorsales centrípetos,Retoque bimarginal,< 10%,Completa,> 5.5 cm,"1",> 70%,5.93,0.68,3,"Punta de proyectil pedunculada sobre sílex. Completa, posiblemente manufacturado sobre lasca. Parece estar en una etapa de manufactura previa al final, pues el adelgazamiento parece no estar concluido ni totalmente regularizado; además, presenta todavía una sección con corteza en uno de los extremos laterales. La percusión probablemente fue blanda, por la profundidad y por la sección transversal plano-convéxa que conforma. Probablemente fue utilizada, puesto que parece presentar desgaste sobre los filos.",T2_07033_204_0002572_0,T2_07033_204_0002572_F1,T2_07033_204_0002572_F2,Victor Oseguera,2023/03/07,No
"2",T2_07033,T2_07033_204_0002594,"604",LITI,OLIT,Segmento,IA 51 (La Pobreza),Caliza,Pale Yellow,Pulida,Utilitaria,Pulidor,Pulimentos,"-","-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,6.5,5.28,6.47,"Pulidor de roca caliza. Completo, cuyo volúmen tiene forma ojival irregular. Presenta una zona plana con huellas de pulimentos por uso (área activa); mientras que la zona opuesta fue utilizada para el agarre manual de la pieza, posiblemente fue desbastada por algúna técnica de percusión.",Pendiente,T2_07033_204_0002594_F1,T2_07033_204_0002594_F2,Victor Oseguera,2023/03/07,Pendiente
"2",T2_07033,T2_07033_204_0002708,"639",LITI,OLIT,Segmento,IA 51 (La Pobreza),Caliza/sílex,Pale Yellow,Pulida,Molienda,Mano de metate,Pulimentos,Completo,"-",Sin_corteza,Completa,> 5.5 cm,"1",> 70%,16,4.85,6.48,"Mano de metate. Completa, de roca caliza con abundante sílex. Su forma en planta es ovoidal de extremos planos y en sección transversal es circular. Las zonas de sílex se encuentran extremadamente pulidas.",T2_07033_204_0002708_0,T2_07033_204_0002708_F1,T2_07033_204_0002708_F2,Victor Oseguera,2022/07/08,Pendiente
"2",T2_04052,T2_04052_246_0002437,"294",LITI,SIN CAMBIO,Sitio,Cansacbé,Sílex,Brown,Tallada,Percusión casual,Núcleo casual unidireccional,"-","-","-","-","-","-","1",> 70%,7.4,4.4,7,Núcleo de lascas. Cuenta con una plataforma plana  (preparada por percusión ene lagunas zonas) y con al menos una dirección de extracción de lascas (provenientes/percutidas desde la plataforma). Tiene una forma parecida a una objeto piramidal con lasqueos que se unen en la parte aguzada. Cuenta con amplias porciones de corteza que tienen a pariencia de concreciones calcáreas.,No,T2_04052_246_0002437_F1,T2_04052_246_0002437_F2,Victor Oseguera,2022/07/09,No
"2",T2_04052,T2_04052_246_0002443_LL1,"300",OLIT,SIN CAMBIO,Sitio,Cansacbé,Caliza,Pale Yellow,Herramientas,Percutor ,Percutor natural,"-","-","-","-","-","-","1",> 70%,7.64,7.17,5.6,Percutor natural esférico. Cuenta con varias áreas activas y tiene un díametro de 7.64 cm,Pendiente,T2_04052_246_0002443_LL1_F1,T2_04052_246_0002443_LL1_F2,Victor Oseguera,2023/03/03,Pendiente
"2",T2_04052,T2_04052_246_0002574,"361",LITI,OLIT,Sitio,Cansacbé,Sílex,Weak Red,Tallada,Unifaciales y bifaciales,Cincel,Negativos dorsales centrípetos,Desgaste,Huellas de percusión,Sin_corteza,Completa,> 5.5 cm,"1",> 70%,6.4,3,5.36,"Cincel bifacial sobre sílex. Negativos dorsales centrípetos y desgaste en los filos que lo circundan; así como huellas de percusión en los extremos del eje longitudinal. La materia prima  tiene manchas negras.",Pendiente,T2_04052_246_0002574_F1,T2_04052_246_0002574_F2,Victor Oseguera,2023/03/03,Pendiente
"2",T2_04082,T2_04082_246_0000561,"46",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Very Pale Brown,Herramientas,Percutor ,Percutor natural,"-","-","-","-","-","-","2",> 70%,0,0,0,"Percutores minerales. Completos, de roca caliza. Solo uno de ellos (el de menor dimensión) presenta huellas claras de haber sido utilizado. Predentan diametros de 5.79 y  7.93. Su forma en planta es semicircular.",No,T2_04082_246_0000561_F1,T2_04082_246_0000561_F2,Victor Oseguera,2022/07/11,No
"2",T2_04092,T2_04092_236_0001745,"139",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Pale Brown,Tallada,Navajas,Navaja,"-","-","-","-","-","-","1",> 70%,16.3,5.59,5.67,Navaja completa de caliza. Probablemente relacionada a la producción de sillares. Cuenta con un talón unifacetado sin preparación dorsal. El dorso cuenta con negativos de diferentes direcciones y el costado derecho con corteza. Su sección transversal es cuadrangular y la longitudinal es más o menos paralelográmica.,No,No Aplica,No Aplica,Victor Oseguera,2022/07/11,No
"2",T2_04093,T2_04093_234_0001135,"95",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Amarillo pálido,Tallada,Percusión casual,Lasca de descortezamiento parcial,"-","-","-","-","-","-","3",> 70%,3.7,1.1,3.1,Lascas chicas de descortezamiento parcial. Cuentan con talon liso y con lacara dorsal casi cubierta por completo de corteza d eorigen calizo.,No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04093,T2_04093_234_0001155,"100",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Amarillo pálido,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,3,0.6,3.8,"Lasca chica de caliza. Completa. Presenta talón liso, con probable eliminación de corteza hacia el dorso en su lado izquierdo. La cara dorsal tiene diversos negativos entra los que se pueden identificar algunos de dirección correspondiente con la que se analiza. Pudo haber estado relacionada a la confección de sillares.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04093,T2_04093_234_0001175,"103",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Amarillo pálido,Tallada,Percusión casual,Lasca de descortezamiento parcial,"-","-","-","-","-","-","1",> 70%,6.7,1.9,4.7,"Lasca grande de descortezamiento parcial. Cuenta con talón con corteza, unido a la corteza dorsal del lado izquierdo; el lado derecho de la cara dorsal tiene dos negativos al parecer correspondientes.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04093,T2_04093_234_0001258,"119",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Rojo pálido,Tallada,Percusión casual,Lasca de descortezamiento parcial,"-","-","-","-","-","-","1",> 70%,5,1.41,5.4,Lasca chica de descortezamiento parcial sobre sílex. Cuenta con un talón liso. La cara dorsal tiene una sección de corteza que cubre 3/4 partes del total de la superficie y se encuentra en la zona medial y distal. La corteza se encuentra rodeada de negativos en los laterales y parecen estrar aplicados de la parte exterior al centro (pero no alcanzan a entrar completamente por la corteza).,No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04093,T2_04093_234_0001266,"122",LITI,SIN CAMBIO,Segmento,IA 60,Calcedonita,Blanco,Tallada,Percusión casual,Lasca de descortezamiento parcial,"-","-","-","-","-","-","1",> 70%,3,0.7,3.2,"Lasca chica de descortezamiento parcial sobre calcedonia. Cuenta con un talón cubierto de corteza. La cara dorsal tiene corteza en su lado derecho, que está relacionada con el talón; del lado izquierdo tiene al menos dos negativos de lasqueos anteriores, uno parece ser correspondiente a la que se analiza y el otro transversal.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04093,T2_04093_234_0004703,"1332",LITI,LÍTICA EN CERÁMICA,Segmento,IA 60,Sílex,Café amarillento,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,2.3,0.6,3.33,"Lasca chica de sílex. Cuenta con talón liso y preparación por eliminación de cornisa hacia el dorso. Tiene la cara dorsal cubierta de negativis, la mayoría son concordantes con la dirección de la que se analiza.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/13,No
"2",T2_04118,T2_04118_246_0002025,"195",LITI,SIN CAMBIO,Segmento,IA 56,Sílex,Amarillo pálido,Tallada,Percusión casual,Lasca de descortezamiento parcial,"-","-","-","-","-","-","1",> 70%,6.5,1.56,3.7,Lasca grande de descortezamiento parcial. Completa. Cuenta con talón bifacetado y preparación por eliminación de cornisa hacia el dorso y hacia el mismo talón en la zona derecha del mismo. La cara dorsal tiene corteza en la zona distal y presenta negativos de dorso correspondientes. Presenta retoques escamosos en el filo derecho. ,No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04118,T2_04118_248_0000881,"152",LITI,SIN CAMBIO,Segmento,IA 56,Sílex,Gris rosado claro,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,3,2,5,"Lasca chica de sílex. Completa, lasca lateral de corrección de núcleo de láminas. Consiste en un talón liso (relacionado a una pequeña zona de corteza); la cara dorsal cuenta con algunas impurezas espumosas y con varios negativos de extracciones anteriores a manera de flanco de núcleo de láminas en la zona de ambos filos de la lasca y también presneta un negativo lateral de corrección de volúmen del núcelo (dirección transversal a la de la lasca que se analiza). La materia prima presenta una especie de pátina blancuzca.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04134,T2_04134_248_0000445,"75",LITI,SIN CAMBIO,Segmento,PCH-HCK 1,Sílex,Rojo pálido,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,5.4,1.4,4.1,Lasca grande  de sílex. Completa. Cuenta con talón liso y preparación por eliminación de cornisa hacia el dorso. La cara dorsal cuenta con negativos de direcciones correspondientes en la zona proximal y otras en dirección al centro (opuestas) en la zona más distal.,No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04134,T2_04134_248_0000450,"80",LITI,SIN CAMBIO,Segmento,PCH-HCK 1,Sílex,Blanco,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,4.3,1.8,2.7,"Lasca chica de sílex. Completa. Cuenta con un talón liso y negativos de dorso que en el lado izquierdo van del filo al centro de la pieza; del lado derecho no se distingue la dirección de los negativos, pero todo el conjunto de negativos anteriores se unenen una cresta central que conforma una sección transversal de forma triangular en la pieza. Presenta muy poco retoque en el filo derecho, probablemente se trate de un artefaco útil.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04134,T2_04134_248_0000467,"97",LITI,SIN CAMBIO,Segmento,PCH-HCK 1,Sílex,Rojo pálido,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,3.6,1,2.4,"Lasca chica de sílex. Completa. Cuenta con un talón muy pequeño, liso y en una esquina de la parte proximal. LA cara dorsal tiene diversos negativos, la mayoría correspondientes y uno trasnversal a la lidercción que se analiza. La materia prima es de un color rojizo claro con pequeños puntos rojos.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04134,T2_04134_248_0000473,"103",LITI,OLIT,Segmento,PCH-HCK 1,Sílex,Rojo pálido,Tallada,Percusión casual,Lasca casual,"-","-","-","-","-","-","1",> 70%,5.4,4.4,2.8,"Núcleo de lascas de sílex. Completo. Presenta solo una cara trabajada, tomaron como plataforma la zona plana del nódulo con su corteza. Las extracciones  se unen al centro, alrededor de un negativo previo (quizás del desbaste para llegar al material aprovechable).",No,T2_04134_248_0000473_F1,T2_04134_248_0000473_F2,Victor Oseguera,2022/07/14,No
"2",T2_04134,T2_04134_248_0000474,"104",LITI,OLIT,Segmento,PCH-HCK 1,Sílex,Café claro,Tallada,Percusión casual,Núcleo casual sobre hachuela pulida,"-","-","-","-","-","-","1",> 70%,5.1,5.7,3.22,"Núcleo de lascas de sílex sobre hachuela pulida. Completo. Presenta una plataforma preparada por al menos 4 lasqueos que producen un ánguloagudo entre ésta y la cara de extracción que se encuentra adyacente.  Cuenta con al menos 2 negativos de extracciones a partir de esta preparación de plataforma, se alcanza a observar que preparaban las extracciones por la técnica de eliminación de cornisa hacia el dorso (se observan negativos preparados sin extraer). La zona distal cuenta con una plataforma que no se aprovechó debido a un negativo en charnela mal extraído, pero peresenta huellas de haber tenido otra plataforma.",Pendiente,T2_04134_248_0000474_F1,T2_04134_248_0000474_F2,Victor Oseguera,2022/07/14,Pendiente
"2",T2_04213,T2_04213_224_0003639,"514",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Café oscuro,Tallada,Unifaciales y bifaciales,Lasca de adelgazar,"-","-","-","-","-","-","2",> 70%,4,9.8,4.4,"Lascas de adelgazamiento bifacial sobre sílex. Completas. Una de ellas (la de menores dimensiones) presenta talón liso con eliminación de cornisa hacia el dorso y negativos correspondientes; la de mayores dimensiones muestra talón liso con cornisa eliminada hacia el talón, negativos correspondientes y uno distal de dirección opuesta, así como una zona de corteza en la parte distal derecha. Las dimensiones presentadas en la tabla son de la lasca más grande. ",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04213,T2_04213_224_0003639,"514",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Café grisáceo claro,Tallada,Unifaciales y bifaciales,Lasca de adelgazar,"-","-","-","-","-","-","8",> 70%,0,0,0,"Lascas de adelgazamiento bifacial sobre sílex.  Completas.  Cuatro de ellas cuentan con talón liso, cornisa eliminada hacia el dorso y negativos correspondientes en la zona proximal y opuestos en la dorsal. Cuatro más muestran talón liso sin preparación pero con las mismas características de negativos dorsales; con excepción de una que cuenta con cortezae en la zona distal. Las dimensiones van de los 3.9 a 2.9 cm de largo, 0.58 a 0.15 cm de espesor y 4.8 a 1.7 cm de ancho.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04213,T2_04213_224_0003639,"514",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Café traslúcido,Tallada,Unifaciales y bifaciales,Lasca de adelgazar,"-","-","-","-","-","-","8",> 70%,0,0,0,"Lascas de adelgazamiento bifacial sobre sílex. Completas. Cuentan con talón liso o facetado y con eliminación de cornisa hacia el dorso; los negativos dorsales son correspondientes y algunos son tranvesrales  u opuestos a la dirección de la lasca analizada y se encuentran en las zonas distales (común en lascas de adelgazamiento bufacial). LAs medidas de las lascas van de los 4 a los 2.3 cm de largo, 0.67 a los 0.17 de espesor y 3.2 a los 1.7 cm de ancho.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04213,T2_04213_224_0003639,"514",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Café grisáceo ,Tallada,Unifaciales y bifaciales,Lasca de adelgazar,"-","-","-","-","-","-","1",> 70%,0,0,0,Lasca de adelgazmaiento bifacial sobre sílex. Completa. Cuenta con talón puntiforme y negativos dorsales de varias direccionalidades que se unen cerca del centro-distal de la pieza.,No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04213,T2_04213_224_0003639,"514",LITI,SIN CAMBIO,Segmento,IA 60,Sílex,Café amarillento,Tallada,Unifaciales y bifaciales,Lasca de adelgazamiento y descortezamiento parcial,"-","-","-","-","-","-","4",> 70%,0,0,0,"Lascas de adelgazamiento bifacial y descortezamiento parcial sobre sílex. Completas. Una cuenta con talón de corteza, negativos dorsales típicos de las lascas de este tipo tecnológico. Dos de ellas tienen talón liso y corteza adyacente al talón (una de descortezamiento total y otra parcial). Otra de ellas cuenta con talónn multifacetado y eliminación de cornisa hacia el dorso, con negativos correspondientes en el dorso y una zona de corteza muy pequeña en el filo derecho.",No,No Aplica,No Aplica,Victor Oseguera,2022/07/14,No
"2",T2_04215,T2_04215_204_0000019,"9",LITI,SIN CAMBIO,Segmento,IA 60,Caliza,Gris oscuro,Herramientas,Percutor ,Percutor natural,"-","-","-","-","-","-","1",> 70%,6.1,3.3,3.7,"Percutor mineral (posible abrasionador o matador de filos) sobre caliza poco densa. Completo. Muestra al menos un área activa en la parte más delgada y aguzada de la pieza; dicha área se caracteriza por tener líneas y desgaste probablemente producidos por la acción de matar filos y eliminar cornisas sobre los artefactos líticos. La materia prima se observa un tanto porosa y por ende, poco densa y liviana.",No,T2_04215_204_0000019_F1,T2_04215_204_0000019_F2,Victor Oseguera,2022/07/15,No
